Sampling Location,Duplicate Sample,Sample Date,Sample Time,Weather Condition (Dry or Wet),Top Sample Temperature (ºC),Bottom Sample Temperature (ºC),Site Actual Depth (ft),Top Sample Depth(ft),Bottom Sample Depth (ft),Top Salinity  (psu),Bottom Salinity  (psu),Top Conductivity (S/m),Bottom Conductivity (S/m),"CTD (conductivity, temperature, depth profiler) Top Dissolved Oxygen (mg/L)","CTD (conductivity, temperature, depth profiler) Bottom Dissolved Oxygen (mg/L)",Percentage O2 Saturation Top Sample,Percentage O2 Saturation Bottom sample,Light Trans (% transparency) Top Sample,Light Trans (% transparency) Bottom Sample,Top Sigma-T (kg/m3),Bottom Sigma-T (kg/m3),Top Fluorometer (mg/m3),Bottom Fluorometer mg/m3,"CTD (conductivity, temperature, depth profiler) PH Top Sample","CTD (conductivity, temperature, depth profiler) PH Bottom Sample",Top Sample Photosysthetically Active Radiation Reference (400-700nm light (uE/S),Top Sample Par (uE/S m2),Bottom Sample Par uE/S (uE/S m2),Oxidation Reduction Potential (mV) Top Sample,Oxidation Reduction Potential (mV) Bottom Sample,Current Speed (knot),Current Direction (Current Direction),Wind Speed (mph),Wind Direction (Wind Direction),Sea State ,Winkler Method Top Dissolved Oxygen (mg/L),Winkler Method Bottom Dissolved Oxygen (mg/L),Secchi Depth (ft),Top PH,Bottom PH,Top Total Coliform Cells/100 mL,Top Bottom Coliform Cells/100 mL,Fecal Coliform Top Sample Less Than or Greater Than Result,Fecal Coliform Bottom Sample Less Than or Greater Than Result,Top Fecal Coliform Bacteria (Cells/100mL),Bottom Fecal Coliform Bacteria (Cells/100mL),Enterococcus Top Sample Less Than or Greater Than Result,Enterococcus Bottom Sample Less Than or Greater Than Result,Top Enterococci Bacteria (Cells/100mL),Bottom Enterococci Bacteria (Cells/100mL),Top Nitrate/Nitrite (mg/L),Bottom Nitrate/Nitrite (mg/L),Top Ammonium (mg/L),Bottom Ammonium (mg/L),Top Ortho-Phosphorus (mg/L),Bottom Ortho-Phosphorus (mg/L),Top Total Kjeldhal Nitrogen (mg/L),Bottom Total Kjeldhal Nitrogen (mg/L),Top Silica (mg/L),Bottom Silica (mg/L),Total Phosphorus(mg/L),Bottom Total Phosphorus (mg/L),Top Total Suspended Solid (mg/L),Bottom Total Suspended Solid (mg/L),Top Active Chlorophyll 'A' (µg/L),Bottom Active Chlorophyll 'A' (µg/L),Chlorophyll Top Sample Field (u/L (YSI),Chlorophyll Bottom Sample Field (u/L (YSI),TOP Total Organic Carbon (mg/L),Top Dissolved Organic Carbon (mg/L),Bottom Dissolved Organic Carbon (mg/L),Top Dissolved Organic Carbon YSI (mg/L),Bottom Dissolved Organic Carbon YSI (mg/L),Top Sample Depth  YSI (ft),Bottom Depth  YSI (ft),Top Sample Salinity YSI (psu),Bottom Sample Salinity YSI (psu),Top Sample Temperature  YSI (ºC),Bottom Sample Temperature YSI (ºC),Top Bacteria # per C.C. 1909,Bottom Bacteria # per C.C. 1909,Top Beam Attenuation Coefficient,Bottom Beam Attenuation Coefficient,Top Five-Day Biochemical Oxygen Demand(mg/L),Bottom Five-Day Biochemical Oxygen Demand(mg/L),Top PCB Plate Count (Thous/mL) ,Bottom PCB plate Count (Thous/mL) ,Top Coliform (Log No/mL),Bottom Coliform (Log No/mL),Oakwood BOD Top Sample (mg/L) ,Oakwood BOD Bottom Sample(mg/L),Oakwood  Total Suspended Solid Top Sample  (mg/L),Oakwood Total Suspended Solid Bottom Sample (mg/L),Top Turbidity( Nephelometric Turbidity Units),Bottom Turbidity YSI (Nephelometric Turbidity Units),Sampling Comment,Long,Lat,Type
N5,,10/11/1995,10:04 AM,,19.57,19.49,48,3.28,49.2,24.52,25.55,3.45,3.57,,,,,77.82,70.42,16.9,17.7,,,,,2.51,3.51,,,,,N,2,N,1,4.84,4.96,5.5,7.15,7.23,,,,,,,,,,,0.63,,0.69,,0.17,,,,,,0.18,,8,9,1.1,,,,,,,,,,,,,,,,,,,1.8,1.8,,,,,,,,,3,5.5,,-74.03,40.7045,Permanent
N5,,8/22/1917,10:20 AM,,23.7,23.4,49,,,24.5,25.9,,,,,,,,,,,,,,,,,,,,,FL,,,,2.22,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,6/23/2008,2:34 PM,Wet,20.77,19.68,47,5,45,22.8,25.91,3.31,3.64,6.72,7.36,85.93,93.92,,,15.3,17.93,5.8737,6.3889,,,1122.2,56.95,0,,,0.4,N,7,S,1,7.92,8.3,5.5,7.63,7.78,,,,,16,,,,2,,0.286,,0.327,,0.091,,1.29,,0.694,,0.124,,5.6,7.2,6.1,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,7/13/2009,1:23 PM,Dry,20.43,17.03,46,3,47,20.94,23.73,3.05,3.12,5.33,5.97,67.02,67.3,,,13.97,16.79,3.6556,4.3927,7.72,7.8,874.96,52.54,0,220.453,221.895,0.6,N,10,S,1,5.59,5.61,4,7.56,7.65,,,,,25,,E,,4,,0.297,,0.328,,,,0.764,,0.89,,0.131,,8,16,1.6,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,9/3/1952,10:50 AM,,21.7,22.2,49,,,25.2,25.2,,,,,,,,,,,,,,,,,,,,,S,,,,2.2,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0.41,3,2,,,,,,,,-74.03,40.7045,Permanent
E2,D,6/9/2008,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98,7.07,4.5,,,,,,,7,,,,6,,0.352,,0.394,,0.102,,1.07,,1.25,,0.134,,8.8,9.6,1.5,,,,,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,4/5/1913,10:35 AM,,6,,,1,7.8,,,,,,,,,,,,,,,,,,,,,,,Ebb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/4/2007,1:58 PM,Dry,23.37,22.25,49,4,45,21.43,26.54,3.31,3.92,4.38,4.49,58.38,60.33,,,13.57,17.74,3.0475,2.3207,,,1821.6,188.32,0,,,0.7,N,16,N,1,5.84,5.88,3,7.15,7.37,,,,,9,,,,1,,0.568,,0.314,,0.128,,1.4,,1.608,,0.169,,11.4,23.9,2.45,,,,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,6/5/2000,10:34 AM,Dry,,,50,,,,,,,,,,,,,,,,,,,,,,,,,N,3,SE,1,6.79,6.66,3,7.02,7.07,,,<,,1,,,,,,0.337,,0.309,,0.079,,0.808,,1.91,,0.18,,20.2,43.7,2.39,,,,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/8/1954,9:45 AM,,22.2,21.7,49,,,25.9,25.55,,,,,,,,,,,,,,,,,,,,,S,,,,2.9,3.2,,,,93,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0.107,0,,,,,,,,,,-74.03,40.7045,Permanent
E2,,9/12/2005,1:38 PM,Dry,23.45,23.55,48,3,43,23.36,23.72,3.58,3.64,,,63.61,61.1,6.52,7.39,15.01,15.25,3.73,2.99,8.52,8.49,1889.35,146.46,0.08,84.68,86.39,E,0.2,8,W,,5.29,5.13,5.5,7.33,7.35,,,,,5,,,,4,,0.528,,0.396,,0.168,,0.81,,1.7,,0.208,,33.25,22,2.87,,,,,3.62,,4.72,4.51,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,9/6/2011,5:23 PM,Wet,22.16,19.07,50,3,51,8.51,25.42,1.38,3.53,6.15,4.8,74.3,60.35,28.81,52.7,4.16,17.7,15.5454,24.1865,8.49,8.64,218.86,2.88,0,106.199,114.083,0.8,N,7,E,1,6.18,4.33,1,7.35,7.51,,,,,490,,,,50,,0.321,,0.184,,,,0.633,,2.53,,0.12,,8,22,1.1,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/5/1961,10:20 AM,,20.6,18.9,49,,,20.65,24.85,,,,,,,,,,,,,,,,,,,,,S,,,,3.7,3.2,,,,460,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/22/1942,,,24.4,22.8,49,,,18.2,25.2,,,,,,,,,,,,,,,,,,,,,,,,,3.63,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.5,0.94,2,3,,,,,,,,-74.03,40.7045,Permanent
N5,,9/13/1972,11:05 AM,,21.7,21.7,,,,20.7,21.3,,,,,,,,,,,,,,,,,,,,,N,,,,2.1,2,,,,49000,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,2.3,,,,,,-74.03,40.7045,Permanent
N5,,5/15/2001,12:45 PM,Dry,15.58,12.35,50,4.5,33.7,10.81,28.87,1.49,3.39,,,,,,,7.3,21.77,,,,,,,,,,,S,18,N,2,8.32,7.4,3.5,7.81,8.15,,,,,188,,,,53,,0.436,,0.287,,0.071,,0.947,,2.75,,0.123,,10.8,2.4,1.07,,,,4,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/12/1956,9:50 AM,,21.1,20.6,49,,,20.3,27.3,,,,,,,,,,,,,,,,,,,,,S,,,,2.6,3.2,,,,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.183,0.074,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/12/1911,10:01 AM,,,24.5,,,20,,,,,,,,,,,,,,,,,,,,,,,Flood,,,,,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/18/1923,12:00 PM,,24.4,22.8,49,,,24.5,24.5,,,,,,,,,,,,,,,,,,,,,N,,,,2.04,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,8/18/1965,9:25 AM,,24.4,23.9,40,,,28,29.4,,,,,,,,,,,,,,,,,,,,,N,,,,0.7,1.1,,,,1700,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,7/20/1911,2:18 PM,,,22,,,40,,,,,,,,,,,,,,,,,,,,,,,Flood,,,,,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/26/1950,9:35 AM,,21.7,21.7,49,,,25.9,25.2,,,,,,,,,,,,,,,,,,,,,S,,,,3.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.04,1,3,3,,,,,,,,-74.03,40.7045,Permanent
E2,,8/1/1996,1:09 PM,,20.1,19.97,53,3.28,49.2,21.92,22.15,3.15,3.17,4.63,4.31,58.18,54.07,66.79,55.73,14.8,15,10.45,10.38,,,4.04,5.83,,,,,W,3,E,1,5.32,5.63,3.5,7.35,7.33,9000,2400,,,540,1100,,,,,0.316,,0.39,,0.102,,1.04,,,,0.159,,14,52,2.6,,,,,,,,,,,,,,,,,,,0.7,0.6,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,9/25/1933,11:00 AM,,21.7,20.6,40,,,21.35,22.4,,,,,,,,,,,,,,,,,,,,,N,,,,2.96,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,12/13/2010,10:10 AM,Wet,7.26,7.42,54,3,50,22.5,23.09,2.38,2.45,7.39,7.46,70.98,72.2,68.98,68.25,17.56,18,16.0696,20.7464,8.69,8.72,295.88,9.52,0,164.439,166.549,0.8,E,6,W,1,7.78,7.88,3.5,7.24,7.38,,,,,5,,,,210,,0.415,,0.662,,,,1.11,,2.77,,0.2,,12.8,10,0.9,,,,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,9/11/1963,9:25 AM,,21.7,21.1,40,,,29.75,28,,,,,,,,,,,,,,,,,,,,,S,,,,1.4,1.7,,,,1100,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,11/12/2013,5:29 PM,Dry,11.56,11.98,48,3,48,21.17,26.7,2.51,3.13,8.23,8.03,86.39,88.05,4.63,5.73,15.94,20.16,17.6455,19.8212,,,3.76,0.05,0,,,0.8,N,14,N,1,8.25,8.13,,7.7,7.75,,,,,37,,,,13,,0.578,,0.384,,,,0.522,,1.97,,0.139,,16,14,1.1,,,,,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,No secchi. Too dark.,-74.03,40.7045,Permanent
N5,,9/7/1923,10:30 AM,,22.2,22.2,49,,,24.85,28.35,,,,,,,,,,,,,,,,,,,,,S,,,,2.58,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,5/9/1917,9:45 AM,,9.8,9.2,49,,,14.7,20.3,,,,,,,,,,,,,,,,,,,,,SL,,,,8.18,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/5/1983,11:07 AM,,23.3,21.7,,,,16.6,22.7,,,,,,,,,,,,,,,,,,,,,S,,,,7,5,,,,7800,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.2,,,,,,-74.03,40.7045,Permanent
N5,,7/5/1983,11:07 AM,,23.3,21.7,,,,16.6,22.7,,,,,,,,,,,,,,,,,,,,,S,,,,7,5,,,,7800,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.2,,,,,,-74.03,40.7045,Permanent
N5,,7/6/1966,10:22 AM,,22.8,22.8,49,,,24.5,24.5,,,,,,,,,,,,,,,,,,,,,N,,,,3,2.7,,,,460,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,7/21/1942,,,,,40,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,7/9/2012,5:35 PM,Wet,24.56,22.51,48,3,45,22.54,26.82,3.55,3.98,6.47,5.64,88.54,76.24,73.76,83.93,14.08,17.88,22.085,9.6965,7.8,7.77,1626.9,334.99,0.4,193.007,197.154,0.5,S,10,S,1,6.87,5.98,3,7.6,7.56,,,,,88,,E,,8,,0.316,,0.216,,,,0.723,,1.12,,0.137,,8,2,5.6,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,3/26/1936,11:50 AM,,7.2,5.6,49,,,9.8,18.2,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/10/1920,3:15 PM,,22.5,22.5,49,,,20.65,21.7,,,,,,,,,,,,,,,,,,,,,EB,,,,2.62,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,8/19/1924,11:10 AM,,22.8,22.2,40,,,25.9,26.25,,,,,,,,,,,,,,,,,,,,,N,,,,1.94,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,9/14/1955,10:05 AM,,21.1,21.1,49,,,26.6,26.6,,,,,,,,,,,,,,,,,,,,,N,,,,2.9,3.4,,,,1100,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0.115,,,,,,,,,,-74.03,40.7045,Permanent
N5,,6/1/1937,10:50 AM,,20,20,49,,,12.6,18.2,,,,,,,,,,,,,,,,,,,,,N,,,,5.16,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,11/15/2010,10:11 AM,Dry,,,46,,,,,,,,,,,,,,,,,,,,,,,,0.5,S,6,E,1,9.11,,5,7.42,,,,,,26,,,,2,,0.482,,0.468,,,,1.53,,2.49,,0.202,,6.8,,0.7,,1.7,,,3.5,,7.62,,3.02,,23.44,,11.51,,,,,,,,,,,,,,,,0.7,,,-73.97,40.735333,Permanent
E2,,8/17/1939,,,25.6,25.6,40,,,26.95,26.95,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,5/30/2006,12:55 PM,Wet,15.92,15.4,48,5,44,19.92,20.8,2.64,2.71,6.97,7.17,79.65,81.56,,,14.2,14.98,,,,,,,,89.47,97.365,1.9,NE,0,0,1,9.73,9.79,4,7.63,7.69,,,,,38,,,,9,,0.341,,0.295,,0.081,,0.67,,1.29,,0.106,,23.75,47.25,0.86,,,,,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,9/9/1958,9:10 AM,,20.6,19.4,49,,,25.2,28.35,,,,,,,,,,,,,,,,,,,,,S,,,,3.2,4.3,,,,460,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,8/17/2009,1:30 PM,Dry,23.57,23.3,47,3,41,22.44,22.82,3.46,3.49,3.4,3.35,45.72,44.95,,,14.29,14.64,4.7282,5.6163,8.12,8.14,1956,95.61,0,256.414,267.7,0.4,S,9,SW,1,3.59,3.53,3.5,7.13,7.11,,,E,,6,,,,2,,0.358,,0.434,,,,0.953,,1.78,,0.21,,5.2,8.2,2.8,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,9/2/1931,2:35 PM,,26.1,25,49,,,25.55,26.6,,,,,,,,,,,,,,,,,,,,,N,,,,3.38,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/1/1999,11:02 AM,,23.07,22.86,52,3.28,45.92,23.89,25.88,36.26,38.81,7.33,7.33,98.48,99.26,69.84,53.06,15.51,17.07,,,,,,,,,,,N,9,N,1,5.11,,6.5,7.1,7.13,,,,,20,24,,,,,0.562,,0.39,,,,0.904,,1.3,,0.18,,4.6,25,4.4,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/28/1981,10:06 AM,,18.9,18.3,,,,25.7,26.9,,,,,,,,,,,,,,,,,,,,,N,,,,5,4.6,,,,33000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.3,,,,,,-74.03,40.7045,Permanent
N5,,9/28/1981,10:06 AM,,18.9,18.3,,,,25.7,26.9,,,,,,,,,,,,,,,,,,,,,N,,,,5,4.6,,,,33000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.3,,,,,,-74.03,40.7045,Permanent
N5,,7/9/1913,1:53 PM,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,Ebb,,,,20.8,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,8/25/1987,9:39 AM,,22.8,21.9,51,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,4.1,5,6.5,7.56,7.64,2300,2200,,,630,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3.1,,,,,,-74.03,40.7045,Permanent
N5,,8/31/2015,3:51 PM,Dry,24.94,24.14,52,3,48,24.7,26.55,3.88,4.08,4.91,4.41,68.3,61.13,70.58,65.21,15.59,17.22,3.2819,3.0601,,,,2082.8,0,193.976,184.628,2.7,S,7,SSW,1,5.47,5.43,3,7.47,7.48,,,,,12,,,,3,,0.29,,0.324,,,,0.564,,1.74,1.632,0.12,,13,21,1.85,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,8/23/1932,11:00 AM,,23.9,23.3,40,,,26.95,27.3,,,,,,,,,,,,,,,,,,,,,N,,,,0.51,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,7/17/1985,9:03 AM,,22,22.2,,,,19,18,,,,,,,,,,,,,,,,,,,,,N,,,,4.5,4.3,,,,35000,24000,,,1208,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.5,,,,,,-74.03,40.7045,Permanent
N5,,10/2/1990,2:59 PM,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,6.1,5.5,2.5,,,,,,,,,,,,,0.33,,0.27,,0.088,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,4/17/1996,10:42 AM,,8.1,7.8,49,,,15.66,17.58,1.77,1.94,,,,,,,,,,,,,,,,,,,E,15,W,2,10.2,10.06,2,7.68,7.72,,,,,,,,,,,0.406,,0.431,,0.061,,1.01,,,,0.127,,24,39,13,,,,,,,,,,,,,,,,,,,3.8,3.2,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,9/24/1998,10:48 AM,,21.63,21.03,41,3.28,52.48,22.29,25.96,3.31,3.75,5.03,4.98,65.21,65.26,46.28,47.09,14.69,17.62,,,,,54.03,7.54,,,,,N,2,NW,1,6.1,5.8,7.5,7.2,7.3,,,,,30,30,,,,,0.423,,0.352,,,,0.829,,1.16,,0.172,,8,12,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,8/22/1973,10:12 AM,,22.2,22.2,,,,19.6,23.5,,,,,,,,,,,,,,,,,,,,,N,,,,1.9,1.8,,,,79000,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,1.9,,,,,,-74.03,40.7045,Permanent
E2,,7/31/1957,10:30 AM,,23.9,23.3,40,,,28.35,27.65,,,,,,,,,,,,,,,,,,,,,N,,,,1.2,1.7,,,,460,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0.203,0.197,,,,,,,,,,-73.97,40.735333,Permanent
E2,,7/14/1954,9:50 AM,,21.7,22.2,40,,,25.55,27.3,,,,,,,,,,,,,,,,,,,,,N,,,,3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,3/4/2013,10:22 AM,Dry,3.36,3.3,53,3,49,24.53,24.62,2.32,2.32,1.08,0.89,9.54,7.87,,,19.51,19.59,53.2136,26.5637,,,,,,,,1.1,E,7,N,1,12.15,11.95,2,8.2,8.26,,,,,5,,,,6,,0.256,,0.364,,,,0.806,,0.207,,0.174,,13,19,23.5,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,6/27/1979,11:34 AM,,18.3,18.3,,,,24.2,24.2,,,,,,,,,,,,,,,,,,,,,N,,,,5,5,,,,2000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.9,,,,,,-74.03,40.7045,Permanent
N5,,6/27/1979,11:34 AM,,18.3,18.3,,,,24.2,24.2,,,,,,,,,,,,,,,,,,,,,N,,,,5,5,,,,2000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.9,,,,,,-74.03,40.7045,Permanent
N5,,7/18/1956,10:00 AM,,21.1,20,49,,,19.95,24.85,,,,,,,,,,,,,,,,,,,,,S,,,,3.6,3.1,,,,460,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.107,0.096,,,,,,,,,,-74.03,40.7045,Permanent
E2,,7/9/1964,4:10 PM,,18.9,18.9,40,,,26.6,26.6,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.3,,,,1100,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,9/12/1951,11:05 AM,,23.3,22.8,49,,,22.75,24.5,,,,,,,,,,,,,,,,,,,,,S,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.26,0.33,1,1,,,,,,,,-74.03,40.7045,Permanent
N5,,8/9/1961,10:45 AM,,25,24.4,49,,,25.55,26.25,,,,,,,,,,,,,,,,,,,,,S,,,,2.1,2.4,,,,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/19/2005,12:50 PM,Wet,23.9,23.27,47,4,45,24.62,26.57,3.79,4.01,,,65.53,64.07,20.11,14.57,15.83,17.48,3.45,2.54,8.58,8.71,1983.75,134.61,0.07,42.77,54.87,S,0.6,0,0,,5.77,6.53,5.5,7.41,7.55,,,,,,,,,2,,0.401,,0.388,,0.139,,1.26,,1.38,,0.176,,25.9,11.4,2.9,,,,,,,4.79,4.68,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,9/12/1956,9:25 AM,,21.1,21.1,40,,,25.55,26.6,,,,,,,,,,,,,,,,,,,,,S,,,,1.1,1.2,,,,240,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0.165,0.15,,,,,,,,,,-73.97,40.735333,Permanent
N5,,5/29/1913,2:15 PM,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,Flood,,,,15,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,6/22/1999,11:15 AM,,20.51,20.5,45,3.28,49.2,23.43,23.41,33.77,33.74,8.24,8.3,105.21,105.98,68.46,67.92,15.83,15.82,,,,,,,,,,,S,1,W,1,4.86,4.95,5,7.01,7.02,,,,,177,160,,,,,0.376,,0.608,,,,1.38,,0.941,,0.201,,10,10,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
