,Date,Time,Weather & Air Temp:,Water Temp:,Corrected Water Temp:,Water Temp Probe,pH,Corrected pH,pH Probe,DO,Corrected DO,DO Probe,Turbidity,Turbidity Probe (NTU),Salinity,Corrected Salinity,Salinity Probe,Tide is moving,Tide Times,# Hauls,Corrected # Hauls,Common Name,Corrected Common Name,Grouped Corrected Common Name,Quantity,Corrected Quantity,Scientific Name,Instructors/ Seine Staff:,# student seiners (CLASSES ONLY),# of visitors (Public Seine ONLY),# Brought to Ed Center,"Other info (Gender, Length, Dead/Alive, other physical description)",NOTES FROM SEINEING SEASON:,NOTES FROM SEINE:
914,2017-07-19,10:30 AM,76 F,82 F,82.0,,7 (4 TESTS),7.0,,"3,4 (2 TESTS)",3.0,,10 NTU?,,"23,24,20,28 AVERAGE: 24 ",23.0,,OUT,High Tide: 5:32 AM Low Tide: 11:23AM,unknown ,,blue crab,blue crab,blue crab,5,5,,"Laura, Eliza, Zebeda, Shad, Isa",St. Francis 20 seiners,,1 for ENE,"All male, largest was 4+ inches carpace, 8 inch claw to claw",,
915,2017-07-19,10:30 AM,76 F,82 F,82.0,,7 (4 TESTS),7.0,,"3,4 (2 TESTS)",3.0,,10 NTU?,,"23,24,20,28 AVERAGE: 24 ",23.0,,OUT,High Tide: 5:32 AM Low Tide: 11:23AM,unknown ,,muslces,mussel,mussel,1,1,,"Laura, Eliza, Zebeda, Shad, Isa",St. Francis 20 seiners,,,,,
916,2017-07-22,Start: 1:30PM   End:2:30PM,88F Sunny,76F,76.0,,7.57,7.57,,5,5.0,,,,21 ppt,21.0,,IN,High tide: 8:37 PM  Low tide: 2:10PM,unknown,,sand shrimp,sand shrimp,shrimp,1,1,,"Isa, Cythia, Manny, Ethan, Bob",,49,1,,,
917,2017-07-22,Start: 1:30PM   End:2:30PM,88F Sunny,76F,76.0,,7.57,7.57,,5,5.0,,,,21 ppt,21.0,,IN,High tide: 8:37 PM  Low tide: 2:10PM,unknown,,silversides,atlantic silverside,atlantic silverside,2,2,,"Isa, Cythia, Manny, Ethan, Bob",,49,2,,,
918,2017-07-22,Start: 1:30PM   End:2:30PM,88F Sunny,76F,76.0,,7.57,7.57,,5,5.0,,,,21 ppt,21.0,,IN,High tide: 8:37 PM  Low tide: 2:10PM,unknown,,winter flounder,winter flounder,flatfish,1,1,,"Isa, Cythia, Manny, Ethan, Bob",,49,1,,,
919,2017-07-22,Start: 1:30PM   End:2:30PM,88F Sunny,76F,76.0,,7.57,7.57,,5,5.0,,,,21 ppt,21.0,,IN,High tide: 8:37 PM  Low tide: 2:10PM,unknown,,shore shrimp,shore shrimp,shrimp,2,2,,"Isa, Cythia, Manny, Ethan, Bob",,49,2,,,
920,2017-07-22,Start: 1:30PM   End:2:30PM,88F Sunny,76F,76.0,,7.57,7.57,,5,5.0,,,,21 ppt,21.0,,IN,High tide: 8:37 PM  Low tide: 2:10PM,unknown,,stripped bass,striped bass,striped bass,1,1,,"Isa, Cythia, Manny, Ethan, Bob",,49,,yoy,,
921,2017-07-22,Start: 1:30PM   End:2:30PM,88F Sunny,76F,76.0,,7.57,7.57,,5,5.0,,,,21 ppt,21.0,,IN,High tide: 8:37 PM  Low tide: 2:10PM,unknown,,asian shore crab,asian shore crab,asian shore crab,1,1,,"Isa, Cythia, Manny, Ethan, Bob",,49,,carapace width 1 inch ,,
922,2017-07-22,Start: 1:30PM   End:2:30PM,88F Sunny,76F,76.0,,7.57,7.57,,5,5.0,,,,21 ppt,21.0,,IN,High tide: 8:37 PM  Low tide: 2:10PM,unknown,,blue crab,blue crab,blue crab,2,2,,"Isa, Cythia, Manny, Ethan, Bob",,49,,F- 4 in carapace     m about 1 in,,
923,2017-07-22,Start: 1:30PM   End:2:30PM,88F Sunny,76F,76.0,,7.57,7.57,,5,5.0,,,,21 ppt,21.0,,IN,High tide: 8:37 PM  Low tide: 2:10PM,unknown,,yoy herring,unidentified herring,herring,8,8,,"Isa, Cythia, Manny, Ethan, Bob",,49,,1 Shad confirmed (dissected/dead) (several died from heat) ,,
924,2017-08-02,Start: 10:00 AM End: 2:30 PM,84 F Partly Cloudy,75F,75.0,,7.7,7.7,,6,6.0,,37 cm,,22 ppt,22.0,,OUT,High tide: 6:13 PM  Low Tide: 11:25 AM,12,12,blue crab,blue crab,blue crab,1,1,,"Christina, Shad, Eliza, Isa, Zebeda",students too young ,,0,~ 3cm,,
925,2017-08-02,Start: 10:00 AM End: 2:30 PM,84 F Partly Cloudy,75F,75.0,,7.7,7.7,,6,6.0,,37 cm,,22 ppt,22.0,,OUT,High tide: 6:13 PM  Low Tide: 11:25 AM,12,12,striped bass,striped bass,striped bass,9,9,,"Christina, Shad, Eliza, Isa, Zebeda",students too young ,,1,"largest ~ 7 inches, 18 cm smallest ~ 3-4 cm, 6 cm medium",,
926,2017-08-02,Start: 10:00 AM End: 2:30 PM,84 F Partly Cloudy,75F,75.0,,7.7,7.7,,6,6.0,,37 cm,,22 ppt,22.0,,OUT,High tide: 6:13 PM  Low Tide: 11:25 AM,12,12,silverside,atlantic silverside,atlantic silverside,2,2,,"Christina, Shad, Eliza, Isa, Zebeda",students too young ,,2,6 cm,,
927,2017-08-02,Start: 10:00 AM End: 2:30 PM,84 F Partly Cloudy,75F,75.0,,7.7,7.7,,6,6.0,,37 cm,,22 ppt,22.0,,OUT,High tide: 6:13 PM  Low Tide: 11:25 AM,12,12,comb jelly,comb jelly,comb jelly,TMTC,30,,"Christina, Shad, Eliza, Isa, Zebeda",students too young ,,0,50 +,,
928,2017-08-02,Start: 10:00 AM End: 2:30 PM,84 F Partly Cloudy,75F,75.0,,7.7,7.7,,6,6.0,,37 cm,,22 ppt,22.0,,OUT,High tide: 6:13 PM  Low Tide: 11:25 AM,12,12,moon jelly,moon jelly,jellyfish,12,12,,"Christina, Shad, Eliza, Isa, Zebeda",students too young ,,0,,,
929,2017-08-05,Unknown,73 F ,75 F,75.0,,7.5,7.5,,6,6.0,,35 cm,,22,22.0,,OUT,"High tide: 8:17 PM, Low Tide: 1:45 PM",17,17,shore shrimp,shore shrimp,shrimp,3,3,,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",,108,3,,,
930,2017-08-05,Unknown,73 F ,75 F,75.0,,7.5,7.5,,6,6.0,,35 cm,,22,22.0,,OUT,"High tide: 8:17 PM, Low Tide: 1:45 PM",17,17,oysters,eastern oyster,oyster,43,43,,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",,108,2,"Found along beach, mostly 7 inches long",,
931,2017-08-05,Unknown,73 F ,75 F,75.0,,7.5,7.5,,6,6.0,,35 cm,,22,22.0,,OUT,"High tide: 8:17 PM, Low Tide: 1:45 PM",17,17,comb jelly,comb jelly,comb jelly,TMTC,30,,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",,108,,,,
932,2017-08-05,Unknown,73 F ,75 F,75.0,,7.5,7.5,,6,6.0,,35 cm,,22,22.0,,OUT,"High tide: 8:17 PM, Low Tide: 1:45 PM",17,17,moon jelly,moon jelly,jellyfish,3,3,,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",,108,,,,
933,2017-08-05,Unknown,73 F ,75 F,75.0,,7.5,7.5,,6,6.0,,35 cm,,22,22.0,,OUT,"High tide: 8:17 PM, Low Tide: 1:45 PM",17,17,striped bass yoy,striped bass,striped bass,7,7,,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",,108,,,,
934,2017-08-05,Unknown,73 F ,75 F,75.0,,7.5,7.5,,6,6.0,,35 cm,,22,22.0,,OUT,"High tide: 8:17 PM, Low Tide: 1:45 PM",17,17,sand shrimp,sand shrimp,shrimp,1,1,,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",,108,1,,,
935,2017-08-05,Unknown,73 F ,75 F,75.0,,7.5,7.5,,6,6.0,,35 cm,,22,22.0,,OUT,"High tide: 8:17 PM, Low Tide: 1:45 PM",17,17,clams,clam,clam,8,8,,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",,108,2,Found along beach,,
936,2017-08-05,Unknown,73 F ,75 F,75.0,,7.5,7.5,,6,6.0,,35 cm,,22,22.0,,OUT,"High tide: 8:17 PM, Low Tide: 1:45 PM",17,17,northern pipefish,northern pipefish,northern pipefish,1,1,,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",,108,1,,,
937,2017-08-05,Unknown,73 F ,75 F,75.0,,7.5,7.5,,6,6.0,,35 cm,,22,22.0,,OUT,"High tide: 8:17 PM, Low Tide: 1:45 PM",17,17,northern kingfish yoy,northern kingfish,northern kingfish,1,1,,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",,108,1,2.5 inches,,
938,2017-08-05,Unknown,73 F ,75 F,75.0,,7.5,7.5,,6,6.0,,35 cm,,22,22.0,,OUT,"High tide: 8:17 PM, Low Tide: 1:45 PM",17,17,alewife,alewife,herring,1,1,,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",,108,peter took to ID,,,
939,2017-08-05,Unknown,73 F ,75 F,75.0,,7.5,7.5,,6,6.0,,35 cm,,22,22.0,,OUT,"High tide: 8:17 PM, Low Tide: 1:45 PM",17,17,blueback herring yoy,blueback herring,herring,34,34,,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",,108,,all from south beach,,
940,2017-08-05,Unknown,73 F ,75 F,75.0,,7.5,7.5,,6,6.0,,35 cm,,22,22.0,,OUT,"High tide: 8:17 PM, Low Tide: 1:45 PM",17,17,winter flounder,winter flounder,flatfish,4,4,,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",,108,2,up to 6.25 inches,,
941,2017-08-05,Unknown,73 F ,75 F,75.0,,7.5,7.5,,6,6.0,,35 cm,,22,22.0,,OUT,"High tide: 8:17 PM, Low Tide: 1:45 PM",17,17,cunner yoy,cunner,cunner,1,1,,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",,108,,,,
942,2017-08-05,Unknown,73 F ,75 F,75.0,,7.5,7.5,,6,6.0,,35 cm,,22,22.0,,OUT,"High tide: 8:17 PM, Low Tide: 1:45 PM",17,17,tautog,tautog,tautog,4,4,,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",,108,,"up to 4.5 inches, one YOY",,
943,2017-08-05,Unknown,73 F ,75 F,75.0,,7.5,7.5,,6,6.0,,35 cm,,22,22.0,,OUT,"High tide: 8:17 PM, Low Tide: 1:45 PM",17,17,blue crab,blue crab,blue crab,2,2,,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",,108,,,,
944,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,75.0,,7.31,7.31,,4,4.0,,24,,21,21.0,,OUT,Low Tide: 2:00 PM,20,20,moon jelly,moon jelly,jellyfish,1,1,,Peter Park,,127,,,,
945,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,75.0,,7.31,7.31,,4,4.0,,24,,21,21.0,,OUT,Low Tide: 2:00 PM,20,20,comb jelly,comb jelly,comb jelly,7,7,,Peter Park,,127,,could be more,,
946,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,75.0,,7.31,7.31,,4,4.0,,24,,21,21.0,,OUT,Low Tide: 2:00 PM,20,20,oyster drill,oyster drill snail,sea snail,2,2,,Peter Park,,127,,,,
947,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,75.0,,7.31,7.31,,4,4.0,,24,,21,21.0,,OUT,Low Tide: 2:00 PM,20,20,mud snail,mud snail,sea snail,5,5,,Peter Park,,127,,,,
948,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,75.0,,7.31,7.31,,4,4.0,,24,,21,21.0,,OUT,Low Tide: 2:00 PM,20,20,blue crab,blue crab,blue crab,2,2,,Peter Park,,127,,,,
949,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,75.0,,7.31,7.31,,4,4.0,,24,,21,21.0,,OUT,Low Tide: 2:00 PM,20,20,asian shore crab,asian shore crab,asian shore crab,4,4,,Peter Park,,127,,,,
950,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,75.0,,7.31,7.31,,4,4.0,,24,,21,21.0,,OUT,Low Tide: 2:00 PM,20,20,mud crab,mud crab,mud crab,3,3,,Peter Park,,127,,,,
951,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,75.0,,7.31,7.31,,4,4.0,,24,,21,21.0,,OUT,Low Tide: 2:00 PM,20,20,sand shrimp,sand shrimp,shrimp,1,1,,Peter Park,,127,,,,
952,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,75.0,,7.31,7.31,,4,4.0,,24,,21,21.0,,OUT,Low Tide: 2:00 PM,20,20,hermit crab,unidentified hermit crab,hermit crab,1,1,,Peter Park,,127,,,,
953,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,75.0,,7.31,7.31,,4,4.0,,24,,21,21.0,,OUT,Low Tide: 2:00 PM,20,20,herring spp pre metamorph,unidentified herring,herring,10,10,,Peter Park,,127,,could be atlantic menhaden,,
954,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,75.0,,7.31,7.31,,4,4.0,,24,,21,21.0,,OUT,Low Tide: 2:00 PM,20,20,winter flounder,winter flounder,flatfish,1,1,,Peter Park,,127,,"1""",,
955,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,75.0,,7.31,7.31,,4,4.0,,24,,21,21.0,,OUT,Low Tide: 2:00 PM,20,20,silver perch,silver perch,silver perch,6,6,,Peter Park,,127,6,"up to 2""",,
956,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,75.0,,7.31,7.31,,4,4.0,,24,,21,21.0,,OUT,Low Tide: 2:00 PM,20,20,atlantic silverside,atlantic silverside,atlantic silverside,16,16,,Peter Park,,127,8,up to adult size,,
957,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,75.0,,7.31,7.31,,4,4.0,,24,,21,21.0,,OUT,Low Tide: 2:00 PM,20,20,atlantic menhaden,atlantic menhaden,atlantic menhaden,1,1,,Peter Park,,127,,"1""",,
958,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,75.0,,7.31,7.31,,4,4.0,,24,,21,21.0,,OUT,Low Tide: 2:00 PM,20,20,striped bass,striped bass,striped bass,8,8,,Peter Park,,127,2,"up to 2.5""",,
959,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,75.0,,7.31,7.31,,4,4.0,,24,,21,21.0,,OUT,Low Tide: 2:00 PM,20,20,tautog,tautog,tautog,1,1,,Peter Park,,127,1,"1""",,
960,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,75.0,,7.31,7.31,,4,4.0,,24,,21,21.0,,OUT,Low Tide: 2:00 PM,20,20,grass shrimp,shore shrimp,shrimp,2,2,,Peter Park,,127,,,,
961,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,72.0,,7.77,7.77,,6,6.0,,60,,23,23.0,,Out,High Tide: 2:04 AM Low Tide 12:33 AM ,,,comb jelly,comb jelly,comb jelly,TMTC,30,,"Cynthia F, Isa Del Bello",,,,,,
962,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,72.0,,7.77,7.77,,6,6.0,,60,,23,23.0,,Out,High Tide: 2:04 AM Low Tide 12:33 AM ,,,sculpin,sculpin,sculpin,1,1,,"Cynthia F, Isa Del Bello",,,1,,,
963,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,72.0,,7.77,7.77,,6,6.0,,60,,23,23.0,,Out,High Tide: 2:04 AM Low Tide 12:33 AM ,,,silverside,atlantic silverside,atlantic silverside,1,1,,"Cynthia F, Isa Del Bello",,,,adult,,
964,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,72.0,,7.77,7.77,,6,6.0,,60,,23,23.0,,Out,High Tide: 2:04 AM Low Tide 12:33 AM ,,,asian shore crab,asian shore crab,asian shore crab,12,12,,"Cynthia F, Isa Del Bello",,,,,,
965,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,72.0,,7.77,7.77,,6,6.0,,60,,23,23.0,,Out,High Tide: 2:04 AM Low Tide 12:33 AM ,,,spotted whiff,spotted whiff,spotted whiff,1,1,,"Cynthia F, Isa Del Bello",,,1,,,
966,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,72.0,,7.77,7.77,,6,6.0,,60,,23,23.0,,Out,High Tide: 2:04 AM Low Tide 12:33 AM ,,,blue crab,blue crab,blue crab,5,5,,"Cynthia F, Isa Del Bello",,,,,,
967,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,72.0,,7.77,7.77,,6,6.0,,60,,23,23.0,,Out,High Tide: 2:04 AM Low Tide 12:33 AM ,,,striped bass,striped bass,striped bass,1,1,,"Cynthia F, Isa Del Bello",,,,,,
968,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,72.0,,7.77,7.77,,6,6.0,,60,,23,23.0,,Out,High Tide: 2:04 AM Low Tide 12:33 AM ,,,yoy silverside,atlantic silverside,atlantic silverside,6,6,,"Cynthia F, Isa Del Bello",,,,Released during event,,
969,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,72.0,,7.77,7.77,,6,6.0,,60,,23,23.0,,Out,High Tide: 2:04 AM Low Tide 12:33 AM ,,,shore shrimp,shore shrimp,shrimp,2,2,,"Cynthia F, Isa Del Bello",,,,,,
970,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,72.0,,7.77,7.77,,6,6.0,,60,,23,23.0,,Out,High Tide: 2:04 AM Low Tide 12:33 AM ,,,lady crab,lady crab,lady crab,1,1,,"Cynthia F, Isa Del Bello",,,1,,,
971,2017-10-07,Start: 3:00 PM End: 4:30 PM,84.5 F,72 F,72.0,,,,,6,6.0,,0 JTU,,20 ppt,20.0,,Out,Low Tide 4:42 PM,10,10,mud snails,mud snail,sea snail,9,9,,"Eliza, Elizabeth",11,2,1,,,
972,2017-10-07,Start: 3:00 PM End: 4:30 PM,84.5 F,72 F,72.0,,,,,6,6.0,,0 JTU,,20 ppt,20.0,,Out,Low Tide 4:42 PM,10,10,oyster drill,oyster drill snail,sea snail,4,4,,"Eliza, Elizabeth",11,2,1,,,
973,2017-10-07,Start: 3:00 PM End: 4:30 PM,84.5 F,72 F,72.0,,,,,6,6.0,,0 JTU,,20 ppt,20.0,,Out,Low Tide 4:42 PM,10,10,asian shore crab,asian shore crab,asian shore crab,14,14,,"Eliza, Elizabeth",11,2,1,Caught on rock island,,
974,2017-10-07,Start: 3:00 PM End: 4:30 PM,84.5 F,72 F,72.0,,,,,6,6.0,,0 JTU,,20 ppt,20.0,,Out,Low Tide 4:42 PM,10,10,comb jelly,comb jelly,comb jelly,TMTC,30,,"Eliza, Elizabeth",11,2,1,,,
975,2017-10-19,unknown,"sunny, 71 F",65 F,65.0,,"7.3 (7,7 with tabs)",7.3,,"6 (4,4 with tabs)",6.0,,38,,"27 (also 20, 26, 24)",27.0,,IN,High tide: 9:19 AM Low tide: 3:06 PM,unknown,,striped bass,striped bass,striped bass,1,1,,"Christina, Haley, Isa",St Francis/Teen Thursday,,1,,,
976,2017-10-19,unknown,"sunny, 71 F",65 F,65.0,,"7.3 (7,7 with tabs)",7.3,,"6 (4,4 with tabs)",6.0,,38,,"27 (also 20, 26, 24)",27.0,,IN,High tide: 9:19 AM Low tide: 3:06 PM,unknown,,silverside,atlantic silverside,atlantic silverside,1,1,,"Christina, Haley, Isa",St Francis/Teen Thursday,,,,,
977,2017-10-19,unknown,"sunny, 71 F",65 F,65.0,,"7.3 (7,7 with tabs)",7.3,,"6 (4,4 with tabs)",6.0,,38,,"27 (also 20, 26, 24)",27.0,,IN,High tide: 9:19 AM Low tide: 3:06 PM,unknown,,comb jelly,comb jelly,comb jelly,5-10,5,,"Christina, Haley, Isa",St Francis/Teen Thursday,,,,,
978,2018-05-30,2:40 PM - 3:10 PM,100 F,75.0,75.0,,7.2,7.2,,6,6.0,,Did Not Perform,,35 ppt,35.0,,OUT,"High Tide: 10:20PM, Low Tide: 3:57PM",5,5,pollock,pollock,pollock,1.0,1,,"10 seiners SA training, Instructors Eliza, Shad, Christina",,,1,No barbel,,
979,2018-05-31,4:00 PM - 5:20 PM,68 F/ Cloudy,67.0,67.0,,7.6,7.6,,4,4.0,,30,,24,24.0,,OUT,,,,green crab,green crab,green crab,1.0,1,,"Christina, Haley",after school (St Francis & Teen Thurs),,,"floating on wave, maybe dead, missing a claw",,
980,2018-05-31,4:00 PM - 5:20 PM,68 F/ Cloudy,67.0,67.0,,7.6,7.6,,4,4.0,,30,,24,24.0,,OUT,,,,mud snail,mud snail,sea snail,1.0,1,,"Christina, Haley",after school (St Francis & Teen Thurs),,1,,,
981,2018-05-31,4:00 PM - 5:20 PM,68 F/ Cloudy,67.0,67.0,,7.6,7.6,,4,4.0,,30,,24,24.0,,OUT,,,,sand shrimp,sand shrimp,shrimp,10.0,10,,"Christina, Haley",after school (St Francis & Teen Thurs),,10,,,
982,2018-05-31,4:00 PM - 5:20 PM,68 F/ Cloudy,67.0,67.0,,7.6,7.6,,4,4.0,,30,,24,24.0,,OUT,,,,tomcod,atlantic tomcod,atlantic tomcod,9.0,9,,"Christina, Haley",after school (St Francis & Teen Thurs),,2,largest 6cm smallest 4 cm,,
983,2018-05-31,4:00 PM - 5:20 PM,68 F/ Cloudy,67.0,67.0,,7.6,7.6,,4,4.0,,30,,24,24.0,,OUT,,,,pipefish,northern pipefish,northern pipefish,4.0,4,,"Christina, Haley",after school (St Francis & Teen Thurs),,4,small 14 -16 cm,,
984,2018-05-31,4:00 PM - 5:20 PM,68 F/ Cloudy,67.0,67.0,,7.6,7.6,,4,4.0,,30,,24,24.0,,OUT,,,,flounder,unidentified flatfish,flatfish,1.0,1,,"Christina, Haley",after school (St Francis & Teen Thurs),,1,40 mm,,
985,2018-06-02,4:15 PM - 6:30 PM,83,70.0,70.0,,7,7.0,,5,5.0,,45,,24,24.0,,OUT,"High TIde: 12:21 PM, Low Tide: 5:39PM",22,22,striped bass,striped bass,striped bass,1.0,1,,"Eliza, Shad, Christina, Shinara, Shalita, Peter",public seine ,91 (World Science Festival),,7 inch,,
986,2018-06-02,4:15 PM - 6:30 PM,83,70.0,70.0,,7,7.0,,5,5.0,,45,,24,24.0,,OUT,"High TIde: 12:21 PM, Low Tide: 5:39PM",22,22,shore crab,asian shore crab,asian shore crab,21.0,21,,"Eliza, Shad, Christina, Shinara, Shalita, Peter",public seine ,91 (World Science Festival),,,,
987,2018-06-02,4:15 PM - 6:30 PM,83,70.0,70.0,,7,7.0,,5,5.0,,45,,24,24.0,,OUT,"High TIde: 12:21 PM, Low Tide: 5:39PM",22,22,blue mussel,blue mussel,mussel,10.0,10,,"Eliza, Shad, Christina, Shinara, Shalita, Peter",public seine ,91 (World Science Festival),,"10 alive, 2 shells",,
988,2018-06-02,4:15 PM - 6:30 PM,83,70.0,70.0,,7,7.0,,5,5.0,,45,,24,24.0,,OUT,"High TIde: 12:21 PM, Low Tide: 5:39PM",22,22,periwinkle,periwinkle,sea snail,12.0,12,,"Eliza, Shad, Christina, Shinara, Shalita, Peter",public seine ,91 (World Science Festival),,,,
989,2018-06-02,4:15 PM - 6:30 PM,83,70.0,70.0,,7,7.0,,5,5.0,,45,,24,24.0,,OUT,"High TIde: 12:21 PM, Low Tide: 5:39PM",22,22,ribbed mussel,ribbed mussel,mussel,1.0,1,,"Eliza, Shad, Christina, Shinara, Shalita, Peter",public seine ,91 (World Science Festival),,,,
990,2018-06-27,1:45 PM,70,70.0,70.0,,,,,6,6.0,,19.2,,25,25.0,,OUT,"High Tide: 9:02 AM, Low Tide: 2:52 PM",?,,silverside,atlantic silverside,atlantic silverside,2.0,2,,"CT, HM, SH, EP",,,,,,
991,2018-06-27,1:45 PM,70,70.0,70.0,,,,,6,6.0,,19.2,,25,25.0,,OUT,"High Tide: 9:02 AM, Low Tide: 2:52 PM",?,,sand shrimp,sand shrimp,shrimp,2.0,2,,"CT, HM, SH, EP",,,,,,
992,2018-06-27,1:45 PM,70,70.0,70.0,,,,,6,6.0,,19.2,,25,25.0,,OUT,"High Tide: 9:02 AM, Low Tide: 2:52 PM",?,,atlantic tomcod,atlantic tomcod,atlantic tomcod,1.0,1,,"CT, HM, SH, EP",,,0,,,
993,2018-06-27,1:45 PM,70,70.0,70.0,,,,,6,6.0,,19.2,,25,25.0,,OUT,"High Tide: 9:02 AM, Low Tide: 2:52 PM",?,,herring,unidentified herring,herring,1.0,1,,"CT, HM, SH, EP",,,0,4 cm,,
994,2018-06-27,1:45 PM,70,70.0,70.0,,,,,6,6.0,,19.2,,25,25.0,,OUT,"High Tide: 9:02 AM, Low Tide: 2:52 PM",?,,shore shrimp,shore shrimp,shrimp,12.0,12,,"CT, HM, SH, EP",,,,,,
995,2018-07-07,9:15 AM - 11:00 AM,73 Sunny,65.0,65.0,,4,4.0,,,,,32,,24 ppt,24.0,,IN & OUT,"High Tide:  3:07 AM, Low Tide: 10:07 AM",32,32,striped bass,striped bass,striped bass,2.0,2,,"Cynthia, Eliza, Christina, Shad",public seine,35,1,possibly only 1 caught,,
996,2018-07-07,9:15 AM - 11:00 AM,73 Sunny,65.0,65.0,,4,4.0,,,,,32,,24 ppt,24.0,,IN & OUT,"High Tide:  3:07 AM, Low Tide: 10:07 AM",32,32,silverside,atlantic silverside,atlantic silverside,68.0,68,,"Cynthia, Eliza, Christina, Shad",public seine,35,30,"10 released immediately 10. Smallest: 3 cm, Largest: 11 cm",,
997,2018-07-07,9:15 AM - 11:00 AM,73 Sunny,65.0,65.0,,4,4.0,,,,,32,,24 ppt,24.0,,IN & OUT,"High Tide:  3:07 AM, Low Tide: 10:07 AM",32,32,winter flounder,winter flounder,flatfish,1.0,1,,"Cynthia, Eliza, Christina, Shad",public seine,35,0,,,
998,2018-07-07,9:15 AM - 11:00 AM,73 Sunny,65.0,65.0,,4,4.0,,,,,32,,24 ppt,24.0,,IN & OUT,"High Tide:  3:07 AM, Low Tide: 10:07 AM",32,32,pipefish,northern pipefish,northern pipefish,2.0,2,,"Cynthia, Eliza, Christina, Shad",public seine,35,0,,,
999,2018-07-07,9:15 AM - 11:00 AM,73 Sunny,65.0,65.0,,4,4.0,,,,,32,,24 ppt,24.0,,IN & OUT,"High Tide:  3:07 AM, Low Tide: 10:07 AM",32,32,asian shore crab,asian shore crab,asian shore crab,2.0,2,,"Cynthia, Eliza, Christina, Shad",public seine,35,0,,,
1000,2018-07-07,9:15 AM - 11:00 AM,73 Sunny,65.0,65.0,,4,4.0,,,,,32,,24 ppt,24.0,,IN & OUT,"High Tide:  3:07 AM, Low Tide: 10:07 AM",32,32,mud snail,mud snail,sea snail,15.0,15,,"Cynthia, Eliza, Christina, Shad",public seine,35,many,,,
